,日期,星期,最高温度,最低温度,天气,风向
3822,2021/7/3, 星期六 ,32℃,21℃,阴,西北风 1级
3823,2021/7/4, 星期日 ,32℃,24℃,阴,东南风 2级
3824,2021/7/5, 星期一 ,27℃,23℃,阴,东南风 1级
3825,2021/7/6, 星期二 ,29℃,24℃,多云,南风 1级
3826,2021/7/7, 星期三 ,30℃,24℃,小雨到中雨,东南风 2级
3827,2021/7/8, 星期四 ,31℃,24℃,多云,南风 2级
3828,2021/7/9, 星期五 ,25℃,23℃,小雨,东风 2级
3829,2021/7/10, 星期六 ,28℃,22℃,多云,东北风 2级
3830,2021/7/11, 星期日 ,30℃,22℃,阴,东南风 2级
3831,2021/7/12, 星期一 ,33℃,24℃,晴,东南风 2级
3832,2021/7/13, 星期二 ,33℃,26℃,多云,南风 2级
3833,2021/7/14, 星期三 ,32℃,24℃,阴,东北风 2级
3834,2021/7/15, 星期四 ,25℃,22℃,阴,东北风 3级
3835,2021/7/16, 星期五 ,25℃,22℃,晴,东北风 3级
3836,2021/7/17, 星期六 ,33℃,25℃,晴,南风 1级
3837,2021/7/18, 星期日 ,32℃,23℃,多云,南风 1级
3838,2021/7/19, 星期一 ,32℃,23℃,阴,东南风 2级
3839,2021/7/20, 星期二 ,28℃,24℃,多云,东北风 2级
3840,2021/7/21, 星期三 ,33℃,24℃,阴,东北风 2级
3841,2021/7/22, 星期四 ,32℃,24℃,多云,东北风 2级
3842,2021/7/23, 星期五 ,31℃,23℃,阴,东风 2级
3843,2021/7/24, 星期六 ,28℃,23℃,晴,东北风 2级
3844,2021/7/25, 星期日 ,32℃,24℃,多云,南风 2级
3845,2021/7/26, 星期一 ,29℃,23℃,阴,东北风 2级
3846,2021/7/27, 星期二 ,31℃,23℃,晴,西北风 2级
3847,2021/7/28, 星期三 ,35℃,24℃,阴到小雨,西北风 2级
3848,2021/7/29, 星期四 ,35℃,23℃,多云,西风 2级
3849,2021/7/30, 星期五 ,36℃,23℃,晴,西风 2级
3850,2021/7/31, 星期六 ,35℃,24℃,晴,南风 2级
3851,2021/8/1, 星期日 ,36℃,24℃,晴,东南风 2级
3852,2021/8/2, 星期一 ,37℃,24℃,晴,南风 2级
3853,2021/8/3, 星期二 ,37℃,25℃,多云,东风 2级
3854,2021/8/4, 星期三 ,35℃,25℃,小雨到中雨,北风 3级
3855,2021/8/5, 星期四 ,27℃,23℃,多云,北风 2级
3856,2021/8/6, 星期五 ,32℃,24℃,多云,东北风 1级
3857,2021/8/7, 星期六 ,30℃,24℃,多云,东北风 2级
3858,2021/8/8, 星期日 ,28℃,22℃,多云,东北风 2级
3859,2021/8/9, 星期一 ,35℃,24℃,多云,西风 2级
3860,2021/8/10, 星期二 ,32℃,23℃,多云,东北风 2级
3861,2021/8/11, 星期三 ,33℃,23℃,多云,东北风 2级
3862,2021/8/12, 星期四 ,23℃,21℃,多云,东北风 2级
3863,2021/8/13, 星期五 ,32℃,22℃,多云,西南风 1级
3864,2021/8/14, 星期六 ,29℃,22℃,多云,东南风 1级
3865,2021/8/15, 星期日 ,27℃,22℃,多云,东南风 2级
3866,2021/8/16, 星期一 ,24℃,21℃,小雨转多云,东北风 2级
3867,2021/8/17, 星期二 ,26℃,23℃,多云,东北风 2级
3868,2021/8/18, 星期三 ,29℃,24℃,多云,东北风 2级
3869,2021/8/19, 星期四 ,31℃,24℃,阴,东北风 2级
3870,2021/8/20, 星期五 ,31℃,24℃,多云,北风 2级
3871,2021/8/21, 星期六 ,31℃,24℃,小雨到中雨,东风 2级
3872,2021/8/22, 星期日 ,26℃,20℃,多云,东北风 3级
3873,2021/8/23, 星期一 ,32℃,22℃,多云,东风 2级
3874,2021/8/24, 星期二 ,33℃,22℃,多云,南风 1级
3875,2021/8/25, 星期三 ,23℃,18℃,小雨到中雨,东北风 2级
3876,2021/8/26, 星期四 ,22℃,19℃,多云,西南风 2级
3877,2021/8/27, 星期五 ,27℃,20℃,多云,南风 2级
3878,2021/8/28, 星期六 ,23℃,19℃,多云,东风 1级
3879,2021/8/29, 星期日 ,28℃,20℃,多云,南风 1级
3880,2021/8/30, 星期一 ,26℃,21℃,多云,东风 2级
3881,2021/8/31, 星期二 ,26℃,22℃,多云,东北风 2级
3882,2021/9/1, 星期三 ,29℃,23℃,多云,东北风 2级
3883,2021/9/2, 星期四 ,27℃,23℃,阴,东南风 1级
3884,2021/9/3, 星期五 ,28℃,21℃,小雨到中雨,西风 1级
3885,2021/9/4, 星期六 ,28℃,21℃,多云,东风 1级
3886,2021/9/5, 星期日 ,28℃,20℃,小雨,北风 2级
3887,2021/9/6, 星期一 ,28℃,20℃,多云,西北风 1级
3888,2021/9/7, 星期二 ,29℃,20℃,多云,西风 1级
3889,2021/9/8, 星期三 ,27℃,19℃,多云,西南风 1级
3890,2021/9/9, 星期四 ,30℃,19℃,晴,西风 1级
3891,2021/9/10, 星期五 ,29℃,21℃,多云,东南风 1级
3892,2021/9/11, 星期六 ,27℃,20℃,多云,西北风 1级
3893,2021/9/12, 星期日 ,30℃,22℃,多云,北风 1级
3894,2021/9/13, 星期一 ,24℃,21℃,小雨,东北风 2级
3895,2021/9/14, 星期二 ,22℃,19℃,小雨,东北风 2级
3896,2021/9/15, 星期三 ,22℃,19℃,小雨,东北风 2级
3897,2021/9/16, 星期四 ,23℃,19℃,多云,西北风 1级
3898,2021/9/17, 星期五 ,25℃,19℃,多云,西北风 1级
3899,2021/9/18, 星期六 ,20℃,18℃,小雨,西风 2级
3900,2021/9/19, 星期日 ,30℃,19℃,小雨,南风 1级
3901,2021/9/20, 星期一 ,31℃,19℃,晴,西风 1级
3902,2021/9/21, 星期二 ,30℃,21℃,多云,东北风 1级
3903,2021/9/22, 星期三 ,29℃,22℃,多云,南风 1级
3904,2021/9/23, 星期四 ,27℃,21℃,多云,东北风 2级
3905,2021/9/24, 星期五 ,27℃,22℃,多云,东北风 2级
3906,2021/9/25, 星期六 ,27℃,21℃,多云,东北风 2级
3907,2021/9/26, 星期日 ,22℃,18℃,小雨,东风 0级
3908,2021/9/27, 星期一 ,26℃,18℃,多云,东北风 2级
3909,2021/9/28, 星期二 ,29℃,18℃,晴,西风 1级
3910,2021/9/29, 星期三 ,30℃,20℃,多云,东风 2级
3911,2021/9/30, 星期四 ,28℃,21℃,多云,东南风 2级
3912,2021/10/1, 星期五 ,27℃,21℃,多云,西南风 2级
3913,2021/10/2, 星期六 ,29℃,21℃,多云,北风 1级
3914,2021/10/3, 星期日 ,29℃,19℃,小雨,西风 1级
3915,2021/10/4, 星期一 ,23℃,16℃,小雨,东北风 2级
3916,2021/10/5, 星期二 ,20℃,16℃,阴,西南风 1级
3917,2021/10/6, 星期三 ,17℃,16℃,多云,西南风 2级
3918,2021/10/7, 星期四 ,21℃,15℃,晴,西南风 0级
3919,2021/10/8, 星期五 ,18℃,17℃,多云,东风 1级
3920,2021/10/9, 星期六 ,19℃,14℃,多云,东北风 2级
3921,2021/10/10, 星期日 ,17℃,15℃,多云,西南风 1级
3922,2021/10/11, 星期一 ,18℃,13℃,多云,东北风 2级
3923,2021/10/12, 星期二 ,17℃,15℃,阴,东北风 1级
3924,2021/10/13, 星期三 ,19℃,16℃,多云,东北风 1级
3925,2021/10/14, 星期四 ,19℃,13℃,多云,西北风 1级
3926,2021/10/15, 星期五 ,17℃,12℃,多云,东北风 2级
3927,2021/10/16, 星期六 ,18℃,12℃,多云,东风 2级
3928,2021/10/17, 星期日 ,14℃,11℃,多云,北风 0级
3929,2021/10/18, 星期一 ,17℃,13℃,多云,西北风 1级
3930,2021/10/19, 星期二 ,15℃,14℃,小雨,北风 1级
3931,2021/10/20, 星期三 ,18℃,13℃,多云,东北风 1级
3932,2021/10/21, 星期四 ,16℃,12℃,多云,西南风 1级
3933,2021/10/22, 星期五 ,16℃,12℃,多云,东北风 1级
3934,2021/10/23, 星期六 ,15℃,13℃,多云,东北风 1级
3935,2021/10/24, 星期日 ,17℃,13℃,多云,东风 1级
3936,2021/10/25, 星期一 ,15℃,13℃,多云,东北风 2级
3937,2021/10/26, 星期二 ,19℃,13℃,多云,北风 2级
3938,2021/10/27, 星期三 ,16℃,13℃,阴,东北风 2级
3939,2021/10/28, 星期四 ,16℃,13℃,多云,西北风 1级
3940,2021/10/29, 星期五 ,21℃,13℃,多云,西北风 1级
3941,2021/10/30, 星期六 ,20℃,12℃,多云,北风 1级
3942,2021/10/31, 星期日 ,19℃,13℃,多云,北风 1级
3943,2021/11/1, 星期一 ,17℃,13℃,多云,东北风 1级
3944,2021/11/2, 星期二 ,15℃,13℃,多云,东北风 1级
3945,2021/11/3, 星期三 ,16℃,12℃,多云,东北风 1级
3946,2021/11/4, 星期四 ,17℃,13℃,多云,东北风 1级
3947,2021/11/5, 星期五 ,18℃,14℃,多云,东北风 1级
3948,2021/11/6, 星期六 ,16℃,6℃,多云,东北风 3级
3949,2021/11/7, 星期日 ,6℃,5℃,多云,西南风 1级
3950,2021/11/8, 星期一 ,11℃,5℃,晴,西风 1级
3951,2021/11/9, 星期二 ,15℃,4℃,晴,西风 1级
3952,2021/11/10, 星期三 ,16℃,6℃,晴,北风 1级
3953,2021/11/11, 星期四 ,15℃,6℃,多云,西风 1级
3954,2021/11/12, 星期五 ,16℃,5℃,晴,西风 1级
3955,2021/11/13, 星期六 ,11℃,6℃,多云,东北风 1级
3956,2021/11/14, 星期日 ,10℃,6℃,多云,西北风 1级
3957,2021/11/15, 星期一 ,11℃,10℃,阴,北风 0级
3958,2021/11/16, 星期二 ,12℃,7℃,阴,北风 1级
3959,2021/11/17, 星期三 ,16℃,7℃,多云,东南风 1级
3960,2021/11/18, 星期四 ,13℃,7℃,阴,东北风 2级
3961,2021/11/19, 星期五 ,15℃,10℃,阴,东北风 2级
3962,2021/11/20, 星期六 ,14℃,11℃,多云,东风 1级
3963,2021/11/21, 星期日 ,12℃,7℃,多云,西北风 1级
3964,2021/11/22, 星期一 ,12℃,6℃,多云,东风 0级
3965,2021/11/23, 星期二 ,14℃,5℃,多云,西风 1级
3966,2021/11/24, 星期三 ,14℃,4℃,晴,西北风 1级
3967,2021/11/25, 星期四 ,14℃,8℃,阴,东北风 1级
3968,2021/11/26, 星期五 ,13℃,9℃,多云,东南风 1级
3969,2021/11/27, 星期六 ,11℃,9℃,多云,西南风 1级
3970,2021/11/28, 星期日 ,12℃,7℃,多云,东北风 2级
3971,2021/11/29, 星期一 ,12℃,6℃,多云,西南风 1级
3972,2021/11/30, 星期二 ,15℃,5℃,多云,西风 1级
3973,2021/12/1, 星期三 ,16℃,6℃,多云,东北风 1级
3974,2021/12/2, 星期四 ,16℃,5℃,多云,西风 1级
3975,2021/12/3, 星期五 ,16℃,7℃,多云,东风 1级
3976,2021/12/4, 星期六 ,14℃,5℃,多云,西风 1级
3977,2021/12/5, 星期日 ,17℃,8℃,多云,东北风 2级
3978,2021/12/6, 星期一 ,12℃,8℃,多云,东北风 1级
3979,2021/12/7, 星期二 ,9℃,7℃,多云,东北风 2级
3980,2021/12/8, 星期三 ,12℃,5℃,晴,西风 1级
3981,2021/12/9, 星期四 ,12℃,9℃,多云,东北风 1级
3982,2021/12/10, 星期五 ,10℃,8℃,阴,西风 1级
3983,2021/12/11, 星期六 ,12℃,5℃,多云,西南风 1级
3984,2021/12/12, 星期日 ,10℃,6℃,多云,北风 0级
3985,2021/12/13, 星期一 ,11℃,7℃,多云,东南风 1级
3986,2021/12/14, 星期二 ,10℃,8℃,多云,东北风 1级
3987,2021/12/15, 星期三 ,12℃,8℃,多云,西北风 1级
3988,2021/12/16, 星期四 ,12℃,4℃,晴,西风 1级
3989,2021/12/17, 星期五 ,9℃,4℃,多云,东风 1级
3990,2021/12/18, 星期六 ,12℃,4℃,多云,东北风 1级
3991,2021/12/19, 星期日 ,9℃,4℃,多云,东北风 1级
3992,2021/12/20, 星期一 ,13℃,3℃,晴,西风 1级
3993,2021/12/21, 星期二 ,12℃,3℃,雾,东北风 2级
3994,2021/12/22, 星期三 ,12℃,5℃,阴,东北风 1级
3995,2021/12/23, 星期四 ,12℃,8℃,多云,南风 1级
3996,2021/12/24, 星期五 ,13℃,7℃,多云,东北风 1级
3997,2021/12/25, 星期六 ,8℃,4℃,小雨,东北风 3级
3998,2021/12/26, 星期日 ,5℃,2℃,多云,东北风 1级
3999,2021/12/27, 星期一 ,3℃,1℃,多云,东风 1级
4000,2021/12/28, 星期二 ,5℃,0℃,多云,西风 1级
4001,2021/12/29, 星期三 ,10℃,2℃,雾,西风 1级
4002,2021/12/30, 星期四 ,9℃,3℃,阴,北风 1级
4003,2021/12/31, 星期五 ,6℃,4℃,阴,西北风 1级
4004,2022/1/1, 星期六 ,10℃,3℃,多云,北风 1级
4005,2022/1/2, 星期日 ,10℃,3℃,阴,东北风 2级
4006,2022/1/3, 星期一 ,9℃,6℃,阴,西北风 1级
4007,2022/1/4, 星期二 ,11℃,4℃,晴,西风 1级
4008,2022/1/5, 星期三 ,9℃,7℃,阴,东北风 2级
4009,2022/1/6, 星期四 ,6℃,1℃,多云,西南风 1级
4010,2022/1/7, 星期五 ,11℃,7℃,多云,东北风 2级
4011,2022/1/8, 星期六 ,8℃,4℃,阴,西南风 2级
4012,2022/1/9, 星期日 ,9℃,5℃,阴,南风 1级
4013,2022/1/10, 星期一 ,13℃,5℃,多云,西风 1级
4014,2022/1/11, 星期二 ,13℃,5℃,多云,北风 1级
4015,2022/1/12, 星期三 ,10℃,4℃,阴,西风 2级
4016,2022/1/13, 星期四 ,12℃,4℃,阴,东北风 1级
4017,2022/1/14, 星期五 ,9℃,4℃,雾,东北风 2级
4018,2022/1/15, 星期六 ,12℃,6℃,阴,东风 1级
4019,2022/1/16, 星期日 ,14℃,5℃,多云,东南风 1级
4020,2022/1/17, 星期一 ,12℃,5℃,多云,西北风 0级
4021,2022/1/18, 星期二 ,11℃,4℃,晴,西北风 1级
4022,2022/1/19, 星期三 ,9℃,6℃,阴,北风 2级
4023,2022/1/20, 星期四 ,10℃,7℃,阴,东北风 2级
4024,2022/1/21, 星期五 ,8℃,7℃,多云,东北风 2级
4025,2022/1/22, 星期六 ,8℃,6℃,阴,东南风 2级
4026,2022/1/23, 星期日 ,12℃,5℃,多云,东风 2级
4027,2022/1/24, 星期一 ,9℃,7℃,多云,东风 2级
4028,2022/1/25, 星期二 ,8℃,6℃,阴,东北风 2级
4029,2022/1/26, 星期三 ,7℃,6℃,多云,东风 2级
4030,2022/1/27, 星期四 ,9℃,5℃,多云,南风 2级
4031,2022/1/28, 星期五 ,8℃,3℃,多云,南风 1级
4032,2022/1/29, 星期六 ,9℃,3℃,多云,东南风 1级
4033,2022/1/30, 星期日 ,8℃,4℃,多云,西南风 1级
4034,2022/1/31, 星期一 ,7℃,3℃,多云,东北风 1级
4035,2022/2/1, 星期二 ,6℃,4℃,雾,东风 2级
4036,2022/2/2, 星期三 ,8℃,2℃,多云,南风 2级
4037,2022/2/3, 星期四 ,9℃,4℃,雾,西风 2级
4038,2022/2/4, 星期五 ,8℃,5℃,雾,南风 2级
4039,2022/2/5, 星期六 ,7℃,3℃,小雨,北风 2级
4040,2022/2/6, 星期日 ,4℃,1℃,小雨,南风 3级
4041,2022/2/7, 星期一 ,5℃,1℃,阴,西北风 2级
4042,2022/2/8, 星期二 ,7℃,2℃,多云,南风 2级
4043,2022/2/9, 星期三 ,7℃,2℃,多云,东风 2级
4044,2022/2/10, 星期四 ,6℃,4℃,多云,西北风 1级
4045,2022/2/11, 星期五 ,12℃,4℃,多云,东南风 1级
4046,2022/2/12, 星期六 ,10℃,3℃,多云,西风 1级
4047,2022/2/13, 星期日 ,14℃,4℃,雾,北风 2级
4048,2022/2/14, 星期一 ,10℃,6℃,雾,西北风 2级
4049,2022/2/15, 星期二 ,15℃,9℃,雾,东南风 2级
4050,2022/2/16, 星期三 ,11℃,8℃,雾,东北风 3级
4051,2022/2/17, 星期四 ,7℃,5℃,小雨,东北风 2级
4052,2022/2/18, 星期五 ,7℃,4℃,小雨,西北风 1级
4053,2022/2/19, 星期六 ,8℃,4℃,多云,西风 2级
4054,2022/2/20, 星期日 ,5℃,4℃,小雨,东风 2级
4055,2022/2/21, 星期一 ,6℃,4℃,小雨,东南风 2级
4056,2022/2/22, 星期二 ,7℃,4℃,小雨,南风 1级
4057,2022/2/23, 星期三 ,8℃,3℃,阴,西北风 2级
4058,2022/2/24, 星期四 ,11℃,5℃,阴,西风 1级
4059,2022/2/25, 星期五 ,11℃,5℃,阴,北风 1级
4060,2022/2/26, 星期六 ,16℃,6℃,多云,南风 1级
4061,2022/2/27, 星期日 ,15℃,6℃,多云,东北风 2级
4062,2022/2/28, 星期一 ,17℃,7℃,阴,东风 1级
4063,2022/3/1, 星期二 ,16℃,7℃,阴,南风 1级
4064,2022/3/2, 星期三 ,14℃,10℃,多云,东南风 2级
4065,2022/3/3, 星期四 ,17℃,5℃,晴,西北风 1级
4066,2022/3/4, 星期五 ,17℃,9℃,多云,西南风 1级
4067,2022/3/5, 星期六 ,18℃,11℃,阴,东北风 2级
4068,2022/3/6, 星期日 ,19℃,11℃,晴,西南风 1级
4069,2022/3/7, 星期一 ,20℃,10℃,多云,南风 1级
4070,2022/3/8, 星期二 ,23℃,11℃,晴,东风 2级
4071,2022/3/9, 星期三 ,25℃,13℃,阴,西北风 1级
4072,2022/3/10, 星期四 ,26℃,15℃,多云,东南风 1级
4073,2022/3/11, 星期五 ,26℃,15℃,多云,东北风 1级
4074,2022/3/12, 星期六 ,28℃,19℃,多云,南风 1级
4075,2022/3/13, 星期日 ,29℃,18℃,多云,东北风 1级
4076,2022/3/14, 星期一 ,30℃,18℃,晴,西南风 1级
4077,2022/3/15, 星期二 ,29℃,17℃,多云,西北风 1级
4078,2022/3/16, 星期三 ,28℃,18℃,多云,西北风 2级
4079,2022/3/17, 星期四 ,27℃,15℃,多云,西北风 1级
4080,2022/3/18, 星期五 ,29℃,17℃,多云,东北风 2级
4081,2022/3/19, 星期六 ,25℃,20℃,多云,北风 2级
4082,2022/3/20, 星期日 ,19℃,11℃,多云,南风 1级
4083,2022/3/21, 星期一 ,15℃,12℃,多云,西北风 1级
4084,2022/3/22, 星期二 ,15℃,10℃,多云,东南风 1级
4085,2022/3/23, 星期三 ,19℃,10℃,多云,东北风 1级
4086,2022/3/24, 星期四 ,16℃,11℃,多云,西北风 1级
4087,2022/3/25, 星期五 ,22℃,10℃,小雨,西风 1级
4088,2022/3/26, 星期六 ,20℃,12℃,小雨,西南风 1级
4089,2022/3/27, 星期日 ,20℃,10℃,多云,南风 2级
4090,2022/3/28, 星期一 ,18℃,12℃,多云,北风 1级
4091,2022/3/29, 星期二 ,17℃,15℃,多云,西风 1级
4092,2022/3/30, 星期三 ,19℃,12℃,小雨,东北风 1级
4093,2022/3/31, 星期四 ,16℃,10℃,小雨,西风 1级
4094,2022/4/1, 星期五 ,16℃,9℃,小雨,西南风 1级
4095,2022/4/2, 星期六 ,20℃,9℃,多云,南风 1级
4096,2022/4/3, 星期日 ,18℃,12℃,小雨,北风 1级
4097,2022/4/4, 星期一 ,23℃,13℃,多云,南风 3级
4098,2022/4/5, 星期二 ,20℃,10℃,阴到小雨,南风 1级
4099,2022/4/6, 星期三 ,22℃,12℃,晴,西南风 2级
4100,2022/4/7, 星期四 ,24℃,13℃,晴,南风 1级
4101,2022/4/8, 星期五 ,25℃,14℃,多云,北风 2级
4102,2022/4/9, 星期六 ,28℃,16℃,多云,南风 2级
4103,2022/4/10, 星期日 ,28℃,17℃,多云,南风 1级
4104,2022/4/11, 星期一 ,27℃,15℃,小雨,东北风 3级
4105,2022/4/12, 星期二 ,26℃,15℃,晴,东风 1级
4106,2022/4/13, 星期三 ,19℃,17℃,阴到小雨,北风 1级
4107,2022/4/14, 星期四 ,18℃,14℃,小雨,东北风 3级
4108,2022/4/15, 星期五 ,13℃,9℃,小雨,东北风 3级
4109,2022/4/16, 星期六 ,13℃,8℃,小雨,东南风 1级
4110,2022/4/17, 星期日 ,16℃,8℃,多云,西南风 2级
4111,2022/4/18, 星期一 ,20℃,10℃,多云,西南风 2级
4112,2022/4/19, 星期二 ,21℃,11℃,多云,东南风 1级
4113,2022/4/20, 星期三 ,25℃,13℃,晴,东南风 1级
4114,2022/4/21, 星期四 ,26℃,14℃,晴,东北风 2级
4115,2022/4/22, 星期五 ,27℃,17℃,晴,北风 1级
4116,2022/4/23, 星期六 ,28℃,16℃,多云,东风 1级
4117,2022/4/24, 星期日 ,26℃,19℃,多云,西风 1级
4118,2022/4/25, 星期一 ,28℃,17℃,多云,西南风 2级
4119,2022/4/26, 星期二 ,30℃,18℃,多云,北风 1级
4120,2022/4/27, 星期三 ,27℃,15℃,大雨到暴雨,东北风 2级
4121,2022/4/28, 星期四 ,27℃,15℃,多云,南风 1级
4122,2022/4/29, 星期五 ,23℃,12℃,小雨到中雨,北风 2级
4123,2022/4/30, 星期六 ,21℃,12℃,多云,东风 1级
4124,2022/5/1, 星期日 ,21℃,12℃,多云,西南风 1级
4125,2022/5/2, 星期一 ,25℃,12℃,多云,西南风 1级
4126,2022/5/3, 星期二 ,25℃,13℃,多云,南风 1级
4127,2022/5/4, 星期三 ,27℃,14℃,晴,西南风 1级
4128,2022/5/5, 星期四 ,30℃,18℃,多云,西南风 1级
4129,2022/5/6, 星期五 ,32℃,20℃,晴,东风 1级
4130,2022/5/7, 星期六 ,31℃,20℃,多云,东北风 1级
4131,2022/5/8, 星期日 ,28℃,20℃,小雨,东北风 2级
4132,2022/5/9, 星期一 ,29℃,17℃,晴,南风 1级
4133,2022/5/10, 星期二 ,28℃,18℃,多云,东北风 1级
4134,2022/5/11, 星期三 ,28℃,18℃,多云,东南风 1级
4135,2022/5/12, 星期四 ,26℃,18℃,多云,东北风 2级
4136,2022/5/13, 星期五 ,20℃,15℃,小雨,东北风 2级
4137,2022/5/14, 星期六 ,19℃,12℃,多云,西南风 1级
4138,2022/5/15, 星期日 ,21℃,12℃,多云,西南风 1级
4139,2022/5/16, 星期一 ,26℃,15℃,多云,南风 1级
4140,2022/5/17, 星期二 ,23℃,14℃,小雨,西南风 1级
4141,2022/5/18, 星期三 ,18℃,14℃,多云,西风 1级
4142,2022/5/19, 星期四 ,24℃,14℃,多云,南风 1级
4143,2022/5/20, 星期五 ,25℃,18℃,多云,西南风 1级
4144,2022/5/21, 星期六 ,24℃,16℃,多云,东风 1级
4145,2022/5/22, 星期日 ,27℃,17℃,多云,南风 1级
4146,2022/5/23, 星期一 ,26℃,19℃,多云,西风 1级
4147,2022/5/24, 星期二 ,23℃,20℃,多云,北风 1级
4148,2022/5/25, 星期三 ,24℃,19℃,多云,南风 1级
4149,2022/5/26, 星期四 ,27℃,18℃,多云,西南风 1级
4150,2022/5/27, 星期五 ,21℃,16℃,阴,西南风 1级
4151,2022/5/28, 星期六 ,28℃,18℃,多云,南风 1级
4152,2022/5/29, 星期日 ,27℃,19℃,阴,西南风 1级
4153,2022/5/30, 星期一 ,30℃,20℃,多云,东北风 1级
4154,2022/5/31, 星期二 ,26℃,21℃,晴,东北风 2级
4155,2022/6/1, 星期三 ,30℃,20℃,多云,西风 2级
4156,2022/6/2, 星期四 ,33℃,21℃,阴,西南风 1级
4157,2022/6/3, 星期五 ,31℃,23℃,多云,东北风 2级
4158,2022/6/4, 星期六 ,27℃,19℃,多云,西南风 2级
4159,2022/6/5, 星期日 ,27℃,19℃,多云,西南风 1级
4160,2022/6/6, 星期一 ,33℃,20℃,多云,南风 1级
4161,2022/6/7, 星期二 ,33℃,21℃,多云,西南风 1级
4162,2022/6/8, 星期三 ,28℃,20℃,多云,东南风 1级
4163,2022/6/9, 星期四 ,27℃,21℃,多云,东北风 2级
4164,2022/6/10, 星期五 ,28℃,21℃,多云,西风 2级
4165,2022/6/11, 星期六 ,25℃,19℃,多云,东风 2级
4166,2022/6/12, 星期日 ,27℃,20℃,多云,南风 1级
4167,2022/6/13, 星期一 ,29℃,20℃,多云,西南风 1级
4168,2022/6/14, 星期二 ,32℃,20℃,晴,南风 1级
4169,2022/6/15, 星期三 ,32℃,21℃,多云,西南风 2级
4170,2022/6/16, 星期四 ,31℃,21℃,多云,西风 2级
4171,2022/6/17, 星期五 ,30℃,22℃,阴,东南风 2级
4172,2022/6/18, 星期六 ,30℃,22℃,多云,西风 1级
4173,2022/6/19, 星期日 ,33℃,23℃,多云,南风 1级
4174,2022/6/20, 星期一 ,30℃,24℃,多云,东风 1级
4175,2022/6/21, 星期二 ,31℃,24℃,小雨,东南风 1级
4176,2022/6/22, 星期三 ,30℃,24℃,小雨,东北风 2级
4177,2022/6/23, 星期四 ,32℃,23℃,多云,南风 1级
4178,2022/6/24, 星期五 ,34℃,24℃,多云,南风 1级
4179,2022/6/25, 星期六 ,30℃,24℃,多云,东南风 2级
4180,2022/6/26, 星期日 ,26℃,22℃,多云,西南风 2级
